person_id,person_name,subtitle,role,organisation_name,organisation_kind,area,start_date,end_date
3,ABAYOMI DAUDA KAKO ARE,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
49,AHMED FONS NWANGUBI,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
323,MUSA BABA ONWANA,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
77,ALLIU BABATUNDE KAZEEM,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
100,AYODEJI LABIB JAKANDE,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
75,ALIYU SANI MADAKI,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
75,ALIYU SANI MADAKI,"",Vice-Chairman,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
163,EMMANUEL ETIM EKPENYONG,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
165,EMMANUEL JIME,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
196,GODFREY ALI GAIYA,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
56,NNAJI GILBERT EMEKA,"",Chairman,Communications Committee (Senate),Legislative Committee - Senate,,2011,2019-05-29
298,MICHAEL OPEYEMI BAMIDELE,"",Chairman,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
307,MOHAMMED SHAMSIDIN ANGO ABDULLAHI,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
313,MORUF AKINDERU FATAI,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
408,SOLOMON OLAMILEKAN ADEOLA,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
394,SAMUEL OLUSEGUN WILLIAMS,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
418,TIJJANI KIYAWA IBRAHIM,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
428,UDO OLUCHI IBEJI,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
452,WARMAN WERI OGORIBA,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
444,UZODINMA GOODHOPE ODIDIKA,"",Committee Member,Land Transport Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
290,MAKINDE MIKAIL OLAROTIMI,"",Committee Member,Legislative Budget and Research Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
815,Abubakar Hassan Fulata,"",Vice-Chairman,Public Petitions Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
442,UZAMERE EHIGIE EDOBOR,"",Chairman,Local and Foreign Debts Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
271,KURE ZAYNAB ABDULKADIR,"",Committee Member,Local and Foreign Debts Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
285,MACCIDO AHMAD MUHAMMAD,"",Committee Member,Local and Foreign Debts Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
85,SANI AHMAD RUFAI,"",Vice-Chairman,Local and Foreign Debts Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
385,SABO MOHAMMED NAKUDU,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
291,MALLE IBRAHIM AMINU,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
291,MALLE IBRAHIM AMINU,"",Committee Member,Foreign Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
863,BARR (MRS) RITA ORJI,"",Chairman,Diaspora Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
885,ADEBUTU O OLADIPUPO,"",Chairman,Rural Development Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
94,ASITA HONOURABLE,"",Chairman,Local Content Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
175,JAMES ABIODUN FALEKE,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
238,ISA HASSAN MOHAMMED,"",Committee Member,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
190,GAYA KABIRU IBRAHIM,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
431,Ugwuanyi Ifeanyi,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
151,DANIEL EFFIONG ASUQUO,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
87,ANTHONY MADWATTE,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
112,BASHIR ADAMU,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
135,CHRISCATO IKECHUKWU AMEKE,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
335,NASSIR ALI AHMED,"",Vice-Chairman,Local Content Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
153,DANLAMI GARBA,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
325,MUSA SARKIN-ADAR KAFFE,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
235,INNOCENT ZEITET TIRSEL,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
249,JAGABA ADAMS JAGABA,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
261,KAREEM TAJUDEEN ABISODUN,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
295,MASHOOD MUSTAPHA,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
297,MAURICE PRONEN,"",Committee Member,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
271,KURE ZAYNAB ABDULKADIR,"",Chairman,"Marine Safety, Education & Administration Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
714,ABDULRAZAK SAÁD NAMDAS,"",Chairman,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,Mayo Belwa/Ganye/Jada /Toungo,"",2019-05
236,IRIKA HADI A,"",Vice-Chairman,Millennium Development Goals (MGDs) Committee,Legislative Committee - Senate,,2015-05,""
175,JAMES ABIODUN FALEKE,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
45,AFEES ADELOWO JIMOH,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
53,AISHA AHMED DAHIRU,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
168,EMMANUEL MEMGA UDENDE,"",Committee Member,FCT Area Councils and Ancillary Matters Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
83,ANDREW IGBONULE UCHENDU,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
102,AYO TAJUDEEN YUSUF,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
67,ALHASSAN ADO GARBA,"",Chairman,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
115,BELLO KAOJE A,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
117,BENI LAR,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
122,BILIYAMINU SHINKAFI YUSUF,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
129,BUKUYOLA TAOFEEK BURAIMO,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
137,CHRISTINA DEMNENGE ALAAGA,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
146,CYRIL EGWUATU,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
173,EZENWA FRANCIS ONYEWUCHI,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
42,ADEYINKA AYANTUNJI AJAYI,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
183,FRIDAY ITULAH,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
185,GAMBO MUSA DAN-MUSA,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
311,MOHAMMED ZAKARI,"",Chairman,Media and Public Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
328,MUSTAPHA KHABEEB,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
339,NKOYO ESU TOYO,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
816,MUHAMMED UMAR JEGA,"",Vice-Chairman,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
19,ABE MAGNUS NGEI,"",Committee Member,National Identity and National Population Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
71,ALIYU A.A. SHEHU,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,"",2015-05
838,BAIDO DANLADI TIJOS,"",Vice-Chairman,Housing Committee (Reps),Legislative Committee - Federal Reps,,"",
265,KHADIJA BUKAR IBRAHIM,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,"",2015-05
864,NWULU TONY CHINEDU,"",Vice-Chairman,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
898,OLASUPO ABIODUN ADEOLA,"",Chairman,Legislative Compliance Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
168,EMMANUEL MEMGA UDENDE,"",Vice-Chairman,Police Affairs Committee (Reps),Legislative Committee - Federal Reps,,2015-05,2019-05
288,MAHMUD LAWAN MAINA MAINA,"",Vice-Chairman,Steel Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
470,MUTU NICHOLAS EBOMO,"",Chairman,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
470,MUTU NICHOLAS EBOMO,"",Chairman,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
824,RAZAQ OLATUNDE ATUNWA,"",Chairman,Justice Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
44,ADUDA PHILIP TANIMU,"",Committee Member,National Identity and National Population Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
233,NINGI AHMED ABDUL,"",Committee Member,National Identity and National Population Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
287,MAGORO MOHAMMED,"",Committee Member,National Identity and National Population Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
49,AHMED FONS NWANGUBI,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
119,BEN NNEBEDUMCHUKWU NWANKWO,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
118,BENJAMIN ITYOKUMBA ABOHO,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
10,ABDULLAHI MUHAMMED WAMAKKO,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
129,BUKUYOLA TAOFEEK BURAIMO,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
132,CHARLES C. ODEDO,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
160,EDDIE MBADIWE IFEANYICHUKWU,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
206,HARUNA FATAHI MUSA,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
219,IBRAHIM ADENIYI OLAYFA,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
254,JIMOH ADEWALE BABATUNDE,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
337,NDUDI GODWIN ELUMELU,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
275,LANLEHIN OLUFEMI AKINOLA,"",Vice-Chairman,National Planning & Economic Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
120,BETHEL NNAEMEKA AMADI,"",Chairman,National Planning and Economic Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
62,AKINTOYE ALBERT,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
102,AYO TAJUDEEN YUSUF,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
112,BASHIR ADAMU,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
114,BAWA SHEHU USMAN,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
78,AMINU KOKO MUSA,"",Chairman,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
88,ANYANWU CHRIS N. D,"",Chairman,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
341,NOSAKHARE ISAAC OSAHON,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
274,LAFIAGI MOHAMMED SHAABA,"",Vice-Chairman,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
865,SHADIMU MUTIU A,"",Vice-Chairman,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
364,OMOSULE ENIOTIOLORUNDA,"",Committee Member,National Security and Intelligence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
866,BALOGUN YAKUB ABIODUN,"",Chairman,"Treaties, Protocols and Agreements Committee (Reps)",Legislative Committee - Federal Reps,,"",2019-05
87,ANTHONY MADWATTE,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
910,SOLOMON BULUS MAREN,"",Vice-Chairman,Federal Road Safety Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
17,ABDULSALAM ADAMU,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
52,AHMED YUSUF TIJANI,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
301,MOHAMMED ALHAJI SANDA,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
379,RAPHAEL OLOYE NOMIYE,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
77,ALLIU BABATUNDE KAZEEM,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
91,ARUA ARUNSI,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
95,ATIKU SHAMAKI,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
369,PALLY ISUMAFE OBOKHUAIME IRIASE,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
182,FRANCIS BUSAM ADA,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
245,ISHAQ AHMED KANA,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
151,DANIEL EFFIONG ASUQUO,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
452,WARMAN WERI OGORIBA,"",Chairman,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
349,OGBONNA NWUKE,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
357,OLAJUMOKE OKOYA-THOMAS,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
123,BINTA MAIGARI BELLO,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
42,ADEYINKA AYANTUNJI AJAYI,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
67,ALHASSAN ADO GARBA,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
